AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES	USDCAD
4758.515	4393.175	8752.616	6562.364	18950.668	920.367	6562.308	5855.086	41914.673	194.425	394.153	1216.989	4684.466	13686.737	342.734	10646.172	271.551	11028.939	5045.326	25954.137	9938.537	6393.126	4587.994	8910.346	6842.308	99.028	2155.841	941.783	1390.108	583.351	1002.898	638.164	1450.945	613.962	785.043	10039.723	2897.786	483.002	1526.834	1259.237	928.947	494.943	621.942	1427.587	5892.584	243.992	782.532	292.321	323.481	907.249	1128.54	975.253	227.235	0.9906
4779.421	4382.565	8810.168	6573.714	18756.794	919.637	6563.399	5857.775	42812.862	193.083	400.526	1224.514	4762.078	13721.435	344.129	10677.861	272.889	11153.483	5067.534	25370.694	9970.486	6459.305	4576.734	8787.794	6734.54	100.459	2140.496	929.447	1390.108	586.567	1011.727	643.007	1472.55	613.962	796.151	10118.162	2875.916	494.876	1524.576	1273.504	940.751	494.943	640.409	1446.968	5867.342	245.096	792.194	293.114	319.693	919.15	1138.114	972.667	236.111	0.9879
4821.61	4322.339	8709.193	6631.301	18427.56	902.073	6437.927	5791.58	42819.186	194.175	395.778	1199.165	4739.184	13510.628	339.468	10561.447	268.282	11122.445	4933.72	25333.935	9854.655	6423.853	4587.57	8763.469	6647.218	100.474	2115.925	915.246	1390.108	586.425	990.152	653.887	1472.55	613.962	796.151	10035.62	2876.223	494.715	1513.472	1262.448	931.92	494.943	642.505	1394.118	5855.161	247.933	778.149	296.565	321.504	916.481	1140.607	975.442	237.261	0.9911
4878.348	4304.942	8649.868	6609.291	18338.207	895.626	6419.172	5776.408	42813.412	196.946	392.837	1200.956	4768.293	13506.743	342.304	10453.69	267.305	11128.552	4893.611	25319.83	9816.738	6406	4600.044	8556.214	6735.59	100.46	2085.82	924.424	1390.108	576.601	1000.254	638.83	1487.12	613.962	796.151	9988.734	2840.017	494.212	1514.77	1278.289	943.083	494.943	644.996	1439.041	5758.433	248.108	777.411	297.451	321.475	913.212	1140.607	976.045	237.261	0.9873
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	321.816	902.845	1145.788	996.185	241.107	NA
4889.817	4344.2	8784.266	6634.658	18411.273	908.357	6481.759	5827.349	42192.514	199.293	398.499	1208.238	4769.871	13647.349	344.037	10453.237	268.538	11089.238	4920.087	25431.276	9859.744	6484.693	4628.626	8567.407	6707.053	98.7	2074.401	917.939	1369.027	569.712	1012.609	640.176	1494.935	622.405	799.099	10000.985	2839.889	499.77	1519.93	1281.779	932.334	494.943	643.518	1434.131	5700.98	246.612	790.234	297.16	322.603	908.57	1147.758	995.342	242.446	0.9908
4927.663	4408.647	8866.84	6648.918	18548.851	915.414	6572.185	5919.359	41733.959	200.686	393.161	1217.55	4820.086	13813.546	346.644	10470.486	273.52	11090.476	4985.983	25551.143	9894.86	6520.61	4649.437	8642.722	6616.915	98.499	2109.521	920.775	1385.302	580.67	999.738	632.474	1485.984	619.796	801.765	10019.676	2833.714	500.693	1528.624	1259.754	943.408	492.911	641.188	1445.856	5747.631	246.998	806.594	295.722	323.02	909.688	1152.112	1000.231	242.308	0.9952
4912.531	4402.05	8838.016	6575.254	18917.136	925.258	6561.824	5932.202	41066.624	197.023	389.551	1218.051	4784.279	13845.897	345.055	10356.506	276.453	10942.664	4982.253	25472.008	9851.187	6503.436	4637.073	8472.382	6495.168	96.512	2062.893	918.006	1384.801	588.487	974.451	621.502	1459.029	609.9	797.77	9827.987	2743.292	493.547	1529.617	1259.194	933.414	487.978	628.515	1439.986	5652.555	247.873	806.474	294.199	322.313	906.341	1153.897	994.056	240.8	0.9938
4891.24	4369.105	8718.671	6600.213	18517.326	907.724	6511.204	5900.483	40137.976	196.613	385.722	1205.128	4757.048	13768.306	339.236	10193.104	269.348	10734.469	4869.763	25128.006	9760.148	6455.994	4641.42	8460.019	6572.932	94.326	2047.333	902.825	1384.634	561.947	938.954	615.235	1437.32	593.501	780.153	9709.934	2678.03	476.556	1486.72	1223.728	913.371	475.041	608.678	1408.927	5490.076	246.326	793.722	290.704	324.535	912.232	1150.752	999.37	237.672	0.9953
4847.358	4336.382	8728.26	6604.069	18602.386	868.345	6499.61	5904.878	40355.846	198.497	385.47	1206.43	4745.639	13685.991	335.268	10317.386	268.482	10613.242	4860.039	25452.722	9778.778	6470.8	4668.138	8644.17	6766.69	94.983	2071.553	902.595	1384.634	553.732	955.471	625.293	1449.783	577.847	772.406	9820.656	2692.984	475.049	1495.159	1247.598	929.445	459.147	607.575	1420.172	5541.998	246.396	789.941	285.557	324.535	911.744	1150.752	999.37	237.675	0.9874
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	324.876	911.22	1158.098	1008.226	240.122	NA
4908.7	4358.098	8675.012	6679.527	18797.52	851.281	6452.924	5887.594	40622.33	197.391	387.74	1196.234	4809.362	13626.161	337.09	10424.099	268.114	10698.395	4807.662	25197.661	9805.196	6465.645	4681.206	8738.906	6866.366	97.28	2061.119	899.714	1385.302	557.316	951.183	645.056	1467.607	595.085	778.47	9821.045	2714.766	483.701	1466.62	1240.985	924.927	462.32	627.62	1404.694	5634.822	240.823	787.627	285.193	325.292	888.768	1164.021	999.247	239.785	0.9891
4894.968	4361.903	8727.867	6687.332	18900.457	850.681	6494.082	5909.596	40459.089	197.128	390.569	1208.234	4802.465	13680.664	336.846	10407.544	270.287	10651.109	4854.994	25107.601	9866.147	6507.358	4665.45	8756.465	6765.944	96.513	2029.772	895.816	1385.302	549.25	949.043	647.916	1467.607	595.596	778.47	9779.506	2724.269	481.926	1475.381	1228.859	927.81	462.182	633.22	1419.574	5566.889	240.823	790.899	288.589	325.292	887.325	1163.326	1004.132	238.495	0.9898
4889.89	4392.112	8777.043	6766.553	18880.554	855.205	6554.513	5923.602	40654.815	198.384	397.003	1223.944	4825.492	13724.312	335.822	10534.488	273.278	10700.814	4969.883	25230.838	9895.988	6510.488	4695.885	8896.967	6698.918	97.431	2028.746	893.513	1385.302	548.38	959.772	648.075	1469.628	588.018	781.566	9826.081	2722.304	487.57	1475.45	1235.968	934.281	461.853	645.542	1440.77	5611.503	239.304	791.013	288.589	324.996	874.866	1158.656	984.657	234.972	0.9849
4941.203	4394.963	8843.434	6831.94	18840.948	852.411	6585.48	5942.634	40655.263	196.757	395.388	1229.275	4892.539	13820.034	339.967	10534.648	274.903	10684.28	5024.499	24944.683	10054.906	6559.771	4711.163	8941.208	6643.17	98.071	2010.087	887.47	1385.302	568.156	968.52	657.448	1482.771	587.513	781.953	9901.294	2738.722	498.886	1452.117	1224.361	939.395	460.345	656.53	1462.3	5556.672	238.926	794.056	288.268	324.966	874.866	1158.205	973.473	234.969	0.9843
4955.782	4408.494	8832.35	6827.489	19037.545	858.769	6621.069	5984.635	41030.605	201.441	395.923	1228.924	4887.233	13945.059	343.983	10613.557	272.163	10708.084	5022.909	25152.618	10069.176	6577.939	4719.552	8944.285	6630.971	99.237	1999.39	891.646	1385.302	585.504	972.434	649.462	1519.188	600.2	790.332	10005.303	2765.423	497.096	1470.073	1225.117	952.204	469.189	656.53	1465.057	5591.692	238.606	785.051	287.461	325.026	875.489	1158.656	973.138	234.969	0.9868
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	325.026	832.615	1138.317	958.784	225.182	NA
4916.734	4336.815	8740.489	6819.508	18973.439	852.542	6545.305	5914.373	40897.966	198.708	396.339	1188.128	4903.399	13875.377	339.798	10528.147	266.705	10608.729	4917.267	24990.948	10056.662	6509.065	4719.552	8864.593	6600.944	98.771	2013.823	901.658	1382.413	575.247	960.916	660.664	1524.298	593.993	794.297	9909.846	2765.423	495.171	1464.302	1241.063	963.722	468.953	660.666	1437.973	5591.692	232.715	763.275	285.05	320.468	845.251	1125.568	952.193	221.517	0.983
4850.143	4330.231	8752.831	6738.436	18980.858	850.655	6486.595	5919.34	40154.584	196.617	389.805	1178.198	4824.011	13829.586	335.078	10562.34	267.02	10418.77	4872.142	25016.356	10051.856	6473.189	4621.808	8779.938	6510.753	96.399	2005.099	896.716	1383.578	558.831	968.705	651.768	1496.573	579.376	783.051	9766.906	2717.838	485.874	1460.071	1227.127	954.556	457.64	652.486	1426.911	5516.232	230.075	773.839	277.69	323.66	859.573	1100.499	926.449	213.033	0.9907
4833.441	4275.262	8742.929	6688.051	18955.047	834.819	6458.031	5844.414	39886.593	194.758	385.011	1179.764	4793.674	13757.638	336.181	10643.154	269.055	10385.68	4864.944	24722.419	10099.035	6421.533	4592.171	8827.168	6343.167	95.484	2023.139	904.079	1383.412	563.784	956.845	650.007	1516.04	579.003	780.483	9599.578	2741.181	484.075	1466.329	1227.491	940.712	450.206	656.967	1385.587	5300.2	228.539	782.112	274.166	326.02	865.671	1080.703	924.435	217.815	0.9895
4834.321	4279.24	8710.109	6712.541	18964.052	833.021	6463.996	5800.53	39366.513	194.271	376.72	1184.74	4780.309	13684.68	335.445	10783.689	270.881	10281.346	4874.352	24814.25	10076.286	6369.184	4588.832	8841.564	6330.97	94.05	2034.197	906.89	1383.745	551.625	968.404	624.341	1492.154	572.296	765.346	9609.487	2743.197	475.559	1454.479	1253.772	938.52	447.247	647.237	1334.534	5267.349	234.271	793.309	275.362	327.706	871.467	1078.96	930.459	215.29	0.9826
4897.542	4291.83	8741.677	6828.384	19266.964	839.509	6546.849	5834.985	40187.278	198.215	377.598	1202.645	4822.108	13756.749	336.666	10805.827	272.145	10496.249	4941.837	24984.65	10095.891	6440.191	4640.017	8878.455	6460.581	95.554	2042.534	911.875	1383.745	541.959	990.585	630.468	1499.235	578.284	768.738	9768.68	2768.322	477.183	1464.965	1276.638	955.778	451.433	654.991	1347.73	5395.179	234.023	807.506	267.225	327.706	871.154	1078.96	930.459	215.29	0.9774
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327.706	871.154	1049.985	930.6	216.283	NA
4908.59	4335.711	8834.863	6904.17	19523.313	847.588	6641.868	5935.453	40610.241	201.243	382.107	1216.388	4854.246	13904.231	336.739	10987.606	273.742	10415.557	4976.232	25707.476	10204.618	6508.574	4664.337	8961.495	6559.918	97.159	2081.002	909.16	1382.635	540.039	1010.471	634.844	1518.373	571.465	770.427	9836.755	2791.997	478.654	1501.383	1297.243	973.445	451.433	660.94	1341.068	5409.678	230.394	821.174	269.905	323.868	872.562	975.105	902.698	208.846	0.9716
4894.78	4311.526	8915.386	6900.122	19413.272	851.446	6587.886	5905.694	41143.452	198.008	376.588	1205.818	4912.433	13895.909	339.665	11026.647	274.023	10633.515	4939.804	25593.507	10203.813	6462.388	4590.696	8822.55	6509.269	98.563	2084.726	908.786	1382.302	541.703	985.335	661.67	1542.045	571.465	780.02	9780.722	2770.077	479.897	1485.582	1292.103	963.696	461.329	667.346	1277.647	5340.296	231.329	819.129	279.626	325.403	844.271	1036.86	904.699	211.264	0.9748
4874.845	4286.18	8846.919	6921.256	19351.665	846.739	6557.277	5888.206	40458.591	195.539	376.735	1210.406	4828.777	13816.833	336.753	10987.798	274.665	10485.103	4898.146	25153.314	10253.107	6450.355	4598.964	8964.562	6528.681	97.789	2075.747	912.716	1381.737	540.463	988.553	661.67	1532.153	569.015	776.925	9789.551	2809.816	477.201	1498.211	1313.186	979.041	454.373	662.462	1271.602	5257.52	226.501	819.141	282.148	322.636	801.77	1009.887	875.661	201.877	0.9731
4864.168	4269.091	8934.659	6953.363	19620.675	854.119	6628.778	5948.538	40484.351	197.88	381.048	1212.153	4814.261	13966.984	338.219	11016.904	275.216	10518.281	4878	25311.356	10238.041	6529.119	4678.922	9067.551	6703.413	98.602	2109.709	926.848	1380.752	546.487	993.276	661.534	1541.698	585.484	782.106	9895.58	2837.964	485.799	1526.261	1328.194	980.76	463.028	664.238	1316.306	5405.88	227.642	815.444	283.993	321.598	826.577	1015.746	851.622	199.669	0.972
4917.706	4240.264	9030.937	6987.754	19635.086	845.994	6591.923	5931.301	41023.727	196.997	381.36	1215.306	4852.376	14054.512	339.143	11135.411	273.787	10596.094	4857.45	25354.663	10191.766	6509.482	4644.561	9120.729	6712.243	100.122	2137.196	931.181	1380.752	550.185	1006.54	663.352	1573.064	599.666	791.177	9873.231	2815.087	493.539	1547.745	1324.885	982.366	468.907	667.534	1327.865	5424.28	227.642	816.249	291.841	321.598	825.092	1016.141	851.914	199.667	0.9734
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	321.598	832.717	1032.882	851.914	203.811	NA
4876.963	4250.845	8964.254	6907.454	19609.481	847.382	6559.672	5926.555	40749.073	197.752	381.239	1214.665	4799.867	14020.447	339.996	11152.651	273.921	10640.988	4856.854	25515.666	10158.561	6477.951	4605.501	9066.998	6651.558	99.916	2131.264	930.232	1380.144	551.129	1006.544	654.412	1584.976	588.33	787.228	9786.844	2776.659	494.913	1556.147	1335.293	988.844	464.017	674.728	1311.147	5394.011	228.193	814.358	292.414	306.774	814.433	1008.144	869.867	200.939	0.9733
4862.228	4193.429	8905.035	6861.216	19456.534	845.506	6543.142	5884.919	41445.761	196.29	376.146	1216.806	4748.83	13952.258	338.489	11066.824	273.881	10771.7	4852.293	25452.242	10102.993	6450.551	4646.186	9066.998	6615.655	100.915	2111.92	917.711	1378.214	522.523	980.979	660.899	1590.88	592.97	788.365	9784.485	2758.075	494.807	1545.712	1335.825	975.942	465.802	690.534	1338.869	5423.276	229.097	804.252	292.66	304.747	822.323	1008.286	909.241	208.181	0.9714
4829.058	4203.183	8923.062	6814.755	19570.761	857.111	6523.683	5868.591	41574.374	196.22	375.934	1223.238	4776.236	14035.857	336.188	10992.103	274.772	10756.963	4858.852	25704.802	10047.585	6445.1	4640.083	8945.737	6537.288	101.506	2137.32	921.664	1377.663	529.985	967.717	663.767	1602.187	594.836	792.299	9749.742	2731.366	498.84	1539.02	1328.981	982.321	465.988	689.556	1375.78	5396.565	226.914	806.522	297.765	302.473	844.193	1012.438	925.558	212.47	0.9685
4712.048	4137.727	8828.331	6659.569	19236.439	839.648	6414.555	5754.792	41300.385	193.525	377.164	1193.398	4690.162	13761.095	332.449	10613.384	271.601	10647.437	4761.114	25255.755	9918.366	6278.895	4551.925	8738.444	6355.781	100.675	2107.229	906.878	1377.443	527.847	945.999	657.059	1597.896	583.676	788.668	9608.065	2641.295	503.565	1502.885	1281.823	949.819	457.096	689.048	1391.586	5279.771	225.766	815.045	296.806	300.691	862.901	1021.03	931.631	212.709	0.976
4684.593	4123.43	8803.215	6667.823	19095.887	828.859	6372.297	5703.902	40715.811	192.731	377.19	1186.008	4681.642	13653.598	333.593	10568.91	271.492	10544.682	4757.245	24913.182	9898.723	6248.134	4585.093	8809.094	6334.532	98.99	2104.692	919.82	1377.443	544.159	959.472	649.919	1571.961	574.128	777.452	9676.258	2718.328	501.875	1496.239	1273.752	964.071	450.773	676.839	1399.736	5266.176	225.845	813.55	295.769	300.691	863.056	1021.162	931.606	212.709	0.9732
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	303.761	884.022	1043.413	960.193	222.261	NA
4676.477	4101.845	8832.583	6653.533	19215.909	822.199	6350.573	5665.471	40648.529	193.553	372.251	1190.606	4350.418	13671.431	329.486	10539.817	276.08	10541.289	4822.777	24795.045	9808.11	6254.015	4558.586	8842.986	6340.742	99.749	2106.515	919.58	1373.812	583.797	969.79	663.065	1591.159	581.625	779.183	9744.137	2710.757	504.636	1510.353	1289.576	967.319	450.038	692.685	1428.476	5217.089	226.458	817.725	295.103	300.027	879.316	1038.984	949.122	216.641	0.9738
4505.672	4052.741	8547.48	6575.509	18726.075	813.331	6193.676	5489.331	39532.189	188.47	369.033	1167.382	3993.706	13313.201	322.657	10275.109	272.671	10133.986	4783.655	23924.32	9599.492	6123.71	4508.316	8805.254	6373.032	97.046	2052.386	927.019	1374.699	554.777	964.088	651.007	1564.172	564.438	765.511	9626.541	2730.809	498.978	1500.063	1265.542	925.054	434.484	675.345	1418.583	5129.524	223.222	812.466	288.002	300.027	863.607	1018.222	934.657	213.481	0.9859
4502.366	4015.212	8396.89	6504.926	18639.686	804.071	6039.27	5363.776	39680.804	184.796	367.687	1136.945	4288.935	13088.062	322.84	10257.927	269.502	10212.607	4650.911	23517.086	9530.73	6013.173	4422.278	8655.686	6301.224	97.529	2045.347	918.042	1374.48	560.631	944.422	659.716	1564.465	577.585	774.709	9484.525	2675.391	497.468	1462.933	1277.065	933.673	439.27	679.768	1387.393	5013.308	222.855	807.422	286.41	299.999	832.868	1010.064	927.324	214.215	0.9914
4490.74	4142.567	8577.94	6636.854	18903.772	823.393	6224.459	5522.158	38887.149	193.317	373.076	1161.209	4319.958	13376.827	319.34	10556.486	270.253	10124.574	4795.117	24189.334	9746.021	6161.87	4480.411	8683.742	6278.948	95.428	2146.32	927.03	1373.713	569.585	969.864	651.154	1539.379	575.687	772.862	9465.092	2673.943	486.704	1501.028	1303.657	924.006	436.558	677.271	1390.673	5106.614	226.359	809.207	290.349	307.131	847.156	1021.07	935.788	217.614	0.9848
4615.1	4218.603	8636.242	6680.732	19496.788	837.629	6316.884	5578.745	38991.352	196.019	375.038	1174.383	4284.659	13531.369	324.631	10742.416	275.991	10142.137	4828.957	24979.499	9765.673	6201.784	4499.509	8759.144	6342.205	95.71	2182.337	940.528	1373.713	566.244	975.489	643.008	1545.397	585.362	779.848	9436.227	2683.407	490.633	1527.906	1313.209	928.731	441.277	678.897	1403.633	5146.712	226.679	817.031	284.577	307.131	848.074	1020.805	935.788	217.611	0.9843
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	305.699	826.947	1039.525	960.442	222.77	NA
4680.987	4285.759	8858.708	6838.424	19441.261	856.057	6491.522	5722.06	39685.256	198.033	377.799	1195.247	4285.187	13834.217	325.422	10956.017	281.774	10389.145	4965.505	25436.133	9934.724	6310.924	4566.584	8818.656	6530.125	97.635	2183.153	952.284	1372.73	573.181	1001.3	643.5	1569.804	591.07	786.211	9491.475	2714.568	493.972	1553.852	1323.867	936.4	445.144	693.257	1415.02	5221.263	228.892	817.625	279.215	305.727	846.773	1052.273	954.758	223.25	0.9778
4712.917	4291.294	8803.93	6832.888	19400.758	856.058	6483.252	5699.325	39894.03	196.561	377.776	1199.494	4478.85	13826.602	330.735	10864.651	277.73	10505.052	4976.498	25334.499	9954.718	6328.306	4550.679	8943.748	6613.512	98.897	2194.762	953.942	1370.767	569.505	1005.192	649.697	1571.446	595.315	789.606	9636.079	2708.572	497.541	1543.386	1319.082	954.415	447.237	695.075	1442.939	5186.86	229.351	819.814	283.282	307.457	854.289	1065.095	954.378	228.226	0.9807
4719.582	4302.915	8823.764	6832.796	19403.255	855.437	6477.985	5682.066	40111.568	196.88	378.68	1199.625	4442.634	13873.8	332.166	10834.488	273.858	10553.25	4966.226	25377.863	9978.943	6312.886	4563.898	8991.256	6699.312	98.661	2202.782	951.222	1253.606	556.923	995.738	659.204	1597.164	592.734	792.335	9781.549	2794.596	495.724	1534.845	1335.453	957.783	448.045	698.289	1423.611	5170.706	228.647	814.54	283.282	311.608	855.718	1067.158	949.303	229.247	0.9816
4818.674	4385.177	8967.041	6855.074	19708.723	870.699	6604.767	5822.085	40129.714	201.401	383.65	1223.594	4407.321	14098.1	338.631	11029.651	278.496	10669.209	5046.954	25892.687	10083.658	6369.799	4607.323	8990.991	6792.511	99.367	2202.383	961.172	1214.447	573.142	1033.035	665.949	1627.098	601.51	793.65	9908.524	2828.452	497.045	1552.984	1357.238	985.529	450.024	703.009	1445.692	5237.906	228.296	819.483	284.936	313.337	852.419	1060.43	954.746	232.158	0.9752
4890.016	4360.078	8949.564	6838.613	19536.289	871.865	6584.263	5810.389	40279.705	203.348	384.325	1216.441	4409.778	14076.069	339.709	11030.294	276.871	10752.714	5004.487	25820.355	10045.704	6360.078	4622.978	9014.84	6783.754	100.33	2174.967	966.077	1214.447	570.882	1041.255	682.808	1629.724	612.214	795.811	9904.496	2742.959	504.566	1574.685	1361.529	986.707	454.826	707.732	1443.713	5187.963	228.296	803.635	285.774	313.366	852.727	1060.43	954.746	232.158	0.9805
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	305.863	849.83	1048.792	963.467	233.252	NA
4876.417	4371.101	8893.013	6781.245	19475.133	877.494	6574.26	5793.348	40263.098	206.601	390.629	1214.383	4376.663	14070.186	342.289	11004.832	275.068	10709.263	5008.273	25934.386	10043.25	6335.219	4609.934	8920.562	6772.528	99.609	2174.257	974.538	1293.031	563.477	1025.076	682.849	1623.739	613.225	795.28	9871.719	2655.633	507.825	1581.899	1363.27	978.493	450.987	700.986	1439.044	5207.589	226.278	809.486	284.891	318.971	853.512	1052.923	961.327	232.082	0.9779
4887.756	4362.487	8896.896	6796.209	19449.117	875.458	6575.265	5772.037	40276.326	203.745	388.512	1201.57	4345.216	14081.002	344.827	10942.763	274.225	10719.099	4976.069	25951.589	9993.952	6349.665	4643.918	8974.103	6692.646	99.88	2148.896	979.689	1335.058	549.548	1014.821	689.59	1615.262	619.952	797.744	9875.534	2654.997	506.236	1570.906	1343.591	992.264	453.337	702.466	1417.177	5197.949	227.043	806.222	288.541	322.143	853.745	1045.26	966.866	231.922	0.9744
4988.451	4409.512	8946.171	6907.18	19865.853	881.891	6645.958	5884.284	41067.397	203.169	390.859	1216.384	4387.863	14181.59	348.831	11012.792	276.485	10865.314	4980.565	26224.407	10031.51	6405.935	4676.897	9158.752	6752.783	101.561	2166.98	980.947	1349.092	540.957	1033.004	696.132	1638.358	630.246	803.857	10033.442	2672.35	519.639	1563.49	1361.16	1018.112	455.203	716.852	1440.132	5287.303	225.742	806.4	291.885	324.272	851.839	1036.112	964.142	231.393	0.971
5017.227	4388.263	8910.555	6905.507	19992.412	884.747	6635.67	5910.61	41128.682	201.475	392.778	1211.332	4411.504	14171.809	351.181	11107.3	274.447	10918.569	4935.854	26275.972	10055.789	6350.08	4669.889	9320.331	6827.695	102.329	2182.237	983.174	1348.32	535.052	1045.47	705.348	1665.064	638.309	811.313	10099.129	2697.433	526.544	1572.512	1364.359	1022.633	459.15	713.767	1444.672	5239.603	227.757	800.743	293.057	325.895	841.812	1020.82	971.427	234.432	0.9706
5057.232	4408.28	9061.037	6979.249	20001.222	892.62	6720.409	6006.638	41315.28	207.247	392.586	1220.95	4307.202	14293.687	354.985	11316.781	277.714	10962.634	5007.858	26459.966	10035.583	6458.375	4694.561	9443.329	6990.878	103.7	2186.902	977.1	1348.32	528.589	1072.744	705.616	1681.023	645.948	817.697	10229.633	2700.176	539.053	1600.991	1391.586	1039.26	462.803	727.308	1489.531	5388.183	227.918	784.866	297.011	325.925	841.508	1020.82	971.401	234.435	0.9632
